id,name,alias,iata_code,icao_code,callsign,country,active
4972,Trans Atlantic Airlines,Unknown,Unknown,TLL,ATLANTIC LEONE,Sierra Leone,N
4973,Eagle Canyon Airlines,Unknown,Unknown,TLO,TALON AIR,United States,N
4974,Tulip Air,Unknown,TD,TLP,TULIPAIR,Netherland,N
4975,Tunisavia,Unknown,Unknown,TAJ,TUNISAVIA,Tunisia,N
4976,TLC Air,Unknown,Unknown,TLS,TEALSY,United States,N
4977,Turtle Airways,Unknown,Unknown,TLT,TURTLE,Fiji,N
4978,Travelair,Unknown,Unknown,TLV,PAJAROS,Uruguay,N
4979,Telesis Transair,Unknown,Unknown,TLX,TELESIS,United States,N
4980,Top-Fly,Unknown,Unknown,TLY,TOPFLY,Spain,N
4981,Trans Mediterranean Airlines,Unknown,TL,TMA,TANGO LIMA,Lebanon,Y
4982,Transmed Airlines,Unknown,Unknown,TMD,Unknown,Egypt,N
4983,Tri-MG Intra Asia Airlines,Unknown,GY,TMG,TRILINES,Indonesia,N
4984,Taxis Turisticos Marakame,Unknown,Unknown,TMH,TAXIMARAKAME,Mexico,N
4985,Tamir Airways,Unknown,Unknown,TMI,TAMIRWAYS,Israel,N
4986,Tomahawk Airways,Unknown,Unknown,TMK,TOMAHAWK,United States,N
4987,TAM,Unknown,Unknown,TML,TAM AIRLINE,Madagascar,N
4988,TMC Airlines,Unknown,Unknown,TMM,WILLOW RUN,United States,N
4989,TRAM,Unknown,Unknown,TMQ,TRAM AIR,Mauritania,N
4990,Timberline Air,Unknown,Unknown,TMR,TIMBER,Canada,N
4991,Temsco Helicopters,Unknown,Unknown,TMS,TEMSCO,United States,N
4992,Trans Midwest Airlines,Unknown,Unknown,TMT,TRANS MIDWEST,United States,N
4993,Tramon Air,Unknown,Unknown,TMX,TRAMON,South Africa,N
4994,Transportes Aereos del Mundo Maya,Unknown,Unknown,TMY,MUNDO MAYA,Mexico,N
4995,Tranporte Amazonair,Unknown,Unknown,TMZ,TRANS AMAZON,Venezuela,N
4996,Trans Air-Benin,Unknown,Unknown,TNB,TRANS-BENIN,Benin,N
4997,Taxis Aereos del Noroeste,Unknown,Unknown,TNE,TAXINOROESTE,Mexico,N
4998,Transafricaine,Unknown,Unknown,TNF,TRANSFAS,Burkina Faso,N
4999,Tennessee Air National Guard 164th Airlift Group,Unknown,Unknown,TNG,Unknown,United States,N
5000,Transair International Linhas Aereas,Unknown,Unknown,TNI,TRANSINTER,United States,N
5001,Tengeriyn Ulaach Shine,Unknown,Unknown,TNL,SKY HORSE,Mongolia,N
5002,Tiara Air,Unknown,3P,TNM,TIARA,Aruba,Y
5003,Transped Aviation,Unknown,Unknown,TNP,TRANSPED,Austria,N
5004,Tanana Air Services,Unknown,Unknown,TNR,TAN AIR,United States,N
5005,Trans North Turbo Air,Unknown,Unknown,TNT,TRANS NORTH,Canada,N
5006,Transnorthern,Unknown,Unknown,TNV,TRANSNORTHERN,United States,N
5007,Trans Nation Airways,Unknown,Unknown,TNW,TRANS-NATION,Ethiopia,N
5008,Trener Ltd,Unknown,Unknown,TNX,TRAINER,Hungary,N
5009,Twin Town Leasing Company,Unknown,Unknown,TNY,TWINCAL,United States,N
5010,Tobruk Air,Unknown,7T,TOB,TOBRUK AIR,Libya,N
5011,TOJ Airlines,Unknown,Unknown,TOJ,TOJ AIRLINE,Tajikistan,N
5012,Tol-Air Services,Unknown,TI,TOL,TOL AIR,United States,N
5013,Thomsonfly,Unknown,BY,TOM,TOMSON,United Kingdom,Y
5014,Top Air,Unknown,Unknown,TOP,AIR TOP,Turkey,N
5015,Toronto Airways,Unknown,Unknown,TOR,TORONTAIR,Canada,N
5016,Tropic Air,Unknown,PM,TOS,TROPISER,Belize,Y
5017,Totavia,Unknown,Unknown,TOT,Unknown,Canada,N
5018,Tower Air,Unknown,FF,TOW,TEE AIR,United States,N
5019,Toyota Canada,Unknown,Unknown,TOY,TOYOTA,Canada,N
5020,TAMPA,Unknown,QT,TPA,TAMPA,Colombia,Y
5021,Top Speed,Unknown,Unknown,TPD,TOP SPEED,Austria,N
5022,Taxis Aereos del Pacifico,Unknown,Unknown,TPF,TAXIPACIFICO,Mexico,N
5023,Transportes Aereos Pegaso,Unknown,Unknown,TPG,TRANSPEGASO,Mexico,N
5024,TAR Interpilot,Unknown,Unknown,TPL,INTERPILOT,Mauritania,N
5025,Transpais Aereo,Unknown,Unknown,TPM,TRANSPAIS,Mexico,N
5026,Transportacion Aerea del Norte,Unknown,Unknown,TPN,AEREA DELNORTE,Mexico,N
5027,Transpac Express,Unknown,Unknown,TPP,TRANS EXPRESS,Australia,N
5028,Taxis Aereos De Parral,Unknown,Unknown,TPR,TAXIS PARRAL,Mexico,N
5029,TAPSA Transportes Aereos Petroleros,Unknown,Unknown,TPS,TAPSA,Argentina,N
5030,Transportes Aereo del Sureste,Unknown,Unknown,TPT,TASSA,Mexico,N
5031,Trans American Airlines (Trans Am),Unknown,Unknown,TPU,TRANS PERU,Peru,N
5032,Thai Pacific Airlines Business,Unknown,Unknown,TPV,THAI PACIFIC,Thailand,N
5033,Transportes Aereos De Xalapa,Unknown,Unknown,TPX,TRANSXALAPA,Mexico,N
5034,Trans-Provincial Airlines,Unknown,Unknown,TPY,TRANS PROVINCIAL,Canada,N
5035,Transportes La Paz,Unknown,Unknown,TPZ,TRANSPAZ,Mexico,N
5036,Taquan Air Services,Unknown,Unknown,TQN,TAQUAN,United States,N
5037,Transportacion Aerea De Queretaro,Unknown,Unknown,TQR,TRANSQUERETARO,Mexico,N
5038,TransAsia Airways,Unknown,GE,TNA,TransAsia,Taiwan,Y
5039,Transavia Holland,Unknown,HV,TRA,TRANSAVIA,Netherlands,Y
5040,Trans Air Charter,Unknown,Unknown,TRC,TRACKER,United States,N
5041,TACV,Unknown,VR,TCV,CABOVERDE,Portugal,Y
5042,Trans Island Air,Unknown,Unknown,TRD,TRANS ISLAND,Barbados,N
5043,Taxi Air Fret,Unknown,Unknown,TRF,TAXI JET,France,N
5044,TRAGSA (Medios Aereos),Unknown,Unknown,TRG,Unknown,Spain,N
5045,Trans Euro Air,Unknown,Unknown,TRJ,HIGH TIDE,United Kingdom,N
5046,Transport Aerien de Mauritanie,Unknown,Unknown,TRM,SOTRANS,Mauritania,N
5047,Tropic Airlines-Air Molokai,Unknown,Unknown,TRO,MOLOKAI,United States,N
5048,Turdus Airways,Unknown,Unknown,TRQ,HUNTER,Netherland,N
5049,Tramson Limited,Unknown,Unknown,TRR,TRAMSON,Sudan,N
5050,Trans Arabian Air Transport,Unknown,Unknown,TRT,TRANS ARABIAN,Sudan,N
5051,Triangle Airline (Uganda),Unknown,Unknown,TRU,TRI AIR,Uganda,N
5052,Transwestern Airlines of Utah,Unknown,Unknown,TRW,TRANS-WEST,United States,N
5053,Tristar Airlines,Unknown,Unknown,TRY,TRISTAR AIR,United States,N
5054,TransMeridian Airlines,Unknown,T9,TRZ,TRANS-MERIDIAN,United States,N
5055,Transair France,Unknown,Unknown,TSA,AIRTRAF,France,N
5056,TAF-Linhas Aereas,Unknown,Unknown,TSD,TAFI,Brazil,N
5057,Transmile Air Services,Unknown,TH,TSE,TRANSMILE,Malaysia,N
5058,Trans-Air-Congo,Unknown,Unknown,TSG,TRANS-CONGO,Republic Of The Congo,N
5059,Transport'air,Unknown,Unknown,TSI,TRANSPORTAIR,France,N
5060,Trast Aero,Unknown,S5,TSJ,TRAST AERO,Kyrgyzstan,N
5061,Trast Aero,Unknown,Unknown,TSK,TOMSK-AVIA,Kyrgyzstan,N
5062,Thai Aviation Services,Unknown,Unknown,TSL,THAI AVIATION,Thailand,N
5063,Taftan Airlines,Unknown,Unknown,SBT,TAFTAN,Iran,N
5064,Transwest Air,Unknown,9T,ABS,ATHABASKA,Canada,Y
5065,Trans Sayegh Airport Services,Unknown,Unknown,TSM,Unknown,Lebanon,N
5066,Trans-Air Services,Unknown,Unknown,TSN,AIR TRANS,Nigeria,N
5067,Transaero Airlines,Unknown,UN,TSO,TRANSOVIET,Russia,Y
5068,Transportes Aereos Inter,Unknown,Unknown,TSP,TRANSPO-INTER,Guatemala,N
5069,Trans Service Airlift,Unknown,Unknown,TSR,TRANS SERVICE,Democratic Republic Of Congo,N
5070,Tri-State Aero,Unknown,Unknown,TSS,TRI-STATE,United States,N
5071,TRAST,Unknown,Unknown,TST,TRAST,Kazakhstan,N
5072,Tropair Airservices,Unknown,Unknown,TSV,TROPIC,United Kingdom,N
5073,Transwings,Unknown,Unknown,TSW,SWISSTRANS,Switzerland,N
5074,Thai Star Airlines,Unknown,T9,TSX,THAI STAR,Thailand,N
5075,Tristar Air,Unknown,Unknown,TSY,TRIPLE STAR,Egypt,N
5076,TTA - Sociedade de Transporte e Trabalho Aereo,Unknown,Unknown,TTA,KANIMANBO,Mozambique,N
5077,Transteco,Unknown,Unknown,TTC,TRANSTECO,Angola,N
5078,Tarhan Tower Airlines,Unknown,Unknown,TTH,Unknown,Turkey,N
5079,Total Linhas Aereas,Unknown,Unknown,TTL,TOTAL,Brazil,N
5080,Triple O Aviation,Unknown,Unknown,TTP,MIGHTY WING,Nigeria,N
5081,Transportaciones Y Servicios Aereos,Unknown,Unknown,TTR,TRANSPORTACIONES,Mexico,N
5082,Transporte Aereo Tecnico Ejecutivo,Unknown,Unknown,TTS,TECNICO,Mexico,N
5083,Turkmenistan Airlines,Turkmenhovayollary,T5,TUA,TURKMENISTAN,Turkmenistan,Y
5084,Turismo Aereo de Chile,Unknown,Unknown,TUC,TURICHILE,Chile,N
5085,Tuninter,Unknown,UG,TUI,Unknown,Tunisia,Y
5086,Tulpar Air,Unknown,Unknown,TUL,URSAL,Russia,N
5087,Tyumenspecavia,Unknown,Unknown,TUM,TUMTEL,Russia,N
5088,Taxi Aereo Turistico,Unknown,Unknown,TUO,TURISTICO,Mexico,N
5089,Tulpar Air Service,Unknown,Unknown,TUX,TULPA,Kazakhstan,N
5090,Tuna Aero,Unknown,Unknown,TUZ,TUNA,Sweden,N
5091,Trans America Airlines,Unknown,Unknown,TVA,TRANS-AMERICA,United States,N
5092,Trabajos Aereos Vascongados,Unknown,Unknown,TVH,TRAVASA,Spain,N
5093,Tiramavia,Unknown,Unknown,TVI,TIRAMAVIA,Moldova,N
5094,Travel Service,Unknown,Unknown,TVL,TRAVEL SERVICE,Hungary,N
5095,Transavio,Unknown,Unknown,TVO,TRANS-BALLERIO,Italy,N
5096,Tavrey Airlines,Unknown,T6,TVR,TAVREY,Ukraine,N
5097,Travel Service,Unknown,QS,TVS,SKYTRAVEL,Czech Republic,Y
5098,Trans World Airlines,TWA,TW,TWA,TWA,United States,N
5099,Transwede Airways,Unknown,Unknown,TWE,TRANSWEDE,Sweden,N
5100,Twinjet Aircraft Sales,Unknown,Unknown,TWJ,Unknown,United Kingdom,N
5101,Tradewinds Aviation,Unknown,Unknown,TWL,TRADEWINDS CANADA,Canada,N
5102,Transairways,Unknown,Unknown,TWM,Unknown,Mozambique,N
5103,Twente Airlines,Unknown,Unknown,TWO,COLIBRI,Netherlands,N
5104,Trans Air Welwitchia,Unknown,Unknown,TWW,WELWITCHIA,Angola,N
5105,Texair Charter,Unknown,Unknown,TXA,OKAY AIR,United States,N
5106,Transaviaexport,Unknown,AL,TXC,TRANSEXPORT,Belarus,N
5107,Transilvania Express,Unknown,Unknown,TXE,TRANSAIR EXPRESS,Romania,N
5108,Taxi Aereo Cozatl,Unknown,Unknown,TXL,TAXI COZATL,Mexico,N
5109,Taxi Aereo de Mexico,Unknown,Unknown,TXM,TAXIMEX,Mexico,N
5110,Texas National Airlines,Unknown,Unknown,TXN,TEXAS NATIONAL,United States,N
5111,Taxis Aereos de Sinaloa,Unknown,Unknown,TXO,TAXIS SINALOA,Mexico,N
5112,Taxirey,Unknown,Unknown,TXR,TAXIREY,Mexico,N
5113,Texas Airlines,Unknown,Unknown,TXS,TEXAIR,United States,N
5114,Texas Air Charters,Unknown,Unknown,TXT,TEXAS CHARTER,United States,N
5115,Tex Star Air Freight,Unknown,Unknown,TXZ,TEX STAR,United States,N
5116,Tayflite,Unknown,Unknown,TYF,TAYFLITE,United Kingdom,N
5117,Trygg-Flyg,Unknown,Unknown,TYG,TRYGG,Sweden,N
5118,Tyrol Air Ambulance,Unknown,Unknown,TYW,TYROL AMBULANCE,Austria,N
5119,Transporte Aereo Ernesto Saenz,Unknown,Unknown,TZE,TRANSPORTE SAENZ,Mexico,N
5120,Tajikstan,Unknown,Unknown,TZK,TAJIKSTAN,Tajikistan,N
5121,Thyssen Krupp AG,Unknown,Unknown,BLI,BLUELINE,Germany,N
5122,TUIfly Nordic,Unknown,6B,BLX,BLUESCAN,Sweden,Y
5123,Transportes Aereos Bolivianos,Unknown,Unknown,BOL,BOL,Bolivia,N
5124,Tiphook PLC,Unknown,Unknown,BOX,BOX,United Kingdom,N
5125,Top Flight Air Service,Unknown,Unknown,CHE,CHECK AIR,United States,N
5126,Trans America,Unknown,Unknown,CLR,CLINTON AIRWAYS,United States,N
5127,Triple Alpha,Unknown,Unknown,CLU,CAROLUS,Germany,N
5128,Tashkent Aircraft Production Corporation,Unknown,Unknown,CTP,CORTAS,Uzbekistan,N
5129,Texas Airways,Unknown,Unknown,CWT,TEXAS AIRWAYS,United States,N
5130,Transportes Aereos Don Carlos,Unknown,Unknown,DCL,DON CARLOS,Chile,N
5131,Telnic Limited,Unknown,Unknown,DOT,DOT TEL,United Kingdom,N
5132,Triton Airlines,Unknown,Unknown,DRC,TRITON AIR,Canada,N
5133,TAAG Angola Airlines,Unknown,DT,DTA,DTA,Angola,Y
5134,Tassili Airlines,Unknown,SF,DTH,TASSILI AIR,Algeria,N
5135,Transporte Ejecutivo Aereo,Unknown,Unknown,EAR,EJECUTIVO-AEREO,Mexico,N
5136,Transportes Aereos Nacionales De Selva Tans,Unknown,Unknown,ELV,AEREOS SELVA,Peru,N
5137,TAG Farnborough Airport,Unknown,Unknown,FBO,Unknown,United Kingdom,N
5138,Transaviaservice,Unknown,Unknown,FNV,TRANSAVIASERVICE,Georgia,N
5139,TAG Aviation,Unknown,Unknown,FPG,TAG AVIATION,Switzerland,N
5140,The 955 Preservation Group,Unknown,Unknown,GFN,GRIFFON,United Kingdom,N
5141,Trans-Air-Link,Unknown,Unknown,GJB,SKY TRUCK,United States,N
5142,Tradewind Aviation,Unknown,Unknown,GPD,GOODSPEED,United States,N
5143,Trail Lake Flying Service,Unknown,Unknown,HBA,HARBOR AIR,United States,N
5144,TAF Helicopters,Unknown,Unknown,HET,HELITAF,Spain,N
5145,Tango Bravo,Unknown,Unknown,HTO,HELI TANGO,France,N
5146,Turkish Air Force,Unknown,Unknown,HVK,TURKISH AIRFORCE,Turkey,Y
5147,Thryluthjonustan,Unknown,Unknown,IHS,Unknown,Iceland,N
5148,TA-Air Airline,Unknown,Unknown,IRF,TA-AIR,Iran,N
5149,Tara Air Line,Unknown,Unknown,IRR,TARAIR,Iran,N
5150,Trading Air Cargo,Unknown,Unknown,JCH,TRADING CARGO,Mauritania,N
5151,Trans-Kiev,Unknown,Unknown,KCA,TRANS-KIEV,Ukraine,N
5152,Tal Air Charters,Unknown,Unknown,JEL,JETEL,Canada,N
5153,Transcontinental Airlines,Unknown,Unknown,KRA,REGATA,Kazakhstan,N
5154,Transaviabaltika,Unknown,Unknown,KTB,TRANSBALTIKA,Lithuania,N
5155,Transair-Gyraintiee,Unknown,Unknown,KTS,KOTAIR,Russia,N
5156,TAM Mercosur,Unknown,PZ,LAP,PARAGUAYA,Paraguay,Y
5157,The Lancair Company,Unknown,Unknown,LCC,LANCAIR,United States,N
5158,The Army Aviation Heritage Foundation,Unknown,Unknown,LEG,LEGACY,United States,N
5159,Top Sky International,Unknown,Unknown,LKW,TOPINTER,Indonesia,N
5160,Trans States Airlines,Unknown,AX,LOF,WATERSKI,United States,Y
5161,Trans Atlantis,Unknown,Unknown,LTA,LANTRA,Canada,N
5162,Transportacion Aerea Del Mar De Cortes,Unknown,Unknown,MCT,TRANS CORTES,Mexico,N
5163,Transporte Aero MGM,Unknown,Unknown,MGM,AERO EMM-GEE-EMM,Mexico,N
5164,Tigerfly,Unknown,Unknown,MOH,MOTH,United Kingdom,N
5165,Transportes Aereos Amparo,Unknown,Unknown,MPO,AMPARO,Mexico,N
5166,Trans Air,Unknown,Unknown,MUI,MAUI,United States,N
5167,Transportes Aereos Mexiquenses,Unknown,Unknown,MXQ,MEXIQUENSES,Mexico,N
5168,Travelsky Technology,Unknown,1E,Unknown,Unknown,China,N
5169,Thalys,Unknown,2H,Unknown,Unknown,Belgium,N
5171,TNT International Aviation,Unknown,Unknown,NTR,NITRO,United Kingdom,N
5172,Open Skies Consultative Commission,Unknown,1L,OSY,OPEN SKIES,United States,N
5173,Trans-Pacific Orient Airways,Unknown,Unknown,PCW,PACIFIC ORIENT,Philippines,N
5174,Tauranga Aer Club,Unknown,Unknown,PGS,Unknown,New Zealand,N
5175,TSSKB-Progress,Unknown,Unknown,PSS,PROGRESS,Russia,N
5176,Trans World Express,Unknown,Unknown,RBD,RED BIRD,United States,N
5177,Trans Reco,Unknown,Unknown,REC,TRANS-RECO,Mauritania,N
5178,Tas Aviation,Unknown,Unknown,RMS,TASS AIR,United States,N
5179,Tarom,Unknown,RO,ROT,TAROM,Romania,Y
5180,Transportes Aereos I.R. Crusoe,Unknown,Unknown,ROU,ROBINSON CRUSOE,Chile,N
5181,Transportes Aereos Sierra,Unknown,Unknown,RRT,SIERRA ALTA,Mexico,N
5182,Tbilisi Aviation University,Unknown,Unknown,RRY,AIRFERRY,Georgia,N
5183,Trans Am Compania,Unknown,Unknown,RTM,AERO TRANSAM,Ecuador,N
5184,Trans Sahara Air,Unknown,Unknown,SBJ,TRANS SAHARA,Nigeria,N
5185,Transportes Aereos Sierra Madre,Unknown,Unknown,SEI,TRANSPORTE SIERRA,Mexico,N
5186,Trans Asian Airlines,Unknown,Unknown,SRT,TRASER,Kazakhstan,N
5187,Turan Air,Unknown,3T,URN,TURAN,Azerbaijan,Y
5188,TRIP Linhas A,Unknown,8R,TIB,TRIP,Brazil,Y
5189,Tusheti,Unknown,Unknown,USB,TUSHETI,Georgia,N
5190,TAPC Aviatrans Aircompany,Unknown,Unknown,UTM,AVIATAPS,Uzbekistan,N
5191,Trans-Ulgii,Unknown,Unknown,UTN,TRANS-ULGII,Mongolia,N
5192,Transarabian Transportation Services,Unknown,Unknown,UTT,ARABIAN TRANSPORT,Uganda,N
5193,Transaven,Unknown,Unknown,VEN,TRANSAVEN AIRLINE,Venezuela,N
5194,Tag Aviation UK,Unknown,Unknown,VIP,SOVEREIGN,United Kingdom,N
5195,Tbilaviamsheni,Unknown,Unknown,VNZ,TBILAVIA,Georgia,N
5196,Taxi de Veracruz,Unknown,Unknown,VRC,VERACRUZ,Mexico,N
5197,Travel Express Aviation Services,Unknown,Unknown,XAR,TRAVEL EXPRESS,Indonesia,N
5198,Taxi Aero Del Norte,Unknown,Unknown,XNR,TAXI NORTE,Mexico,N
5199,Transports et Travaux A,Unknown,OF,Unknown,Unknown,Unknown,N
5202,USAF Air Mobility Operations Control Center,Unknown,Unknown,DOD,Unknown,United States,N
5203,U.S. Department of the Interior,Unknown,Unknown,DOI,INTERIOR,United States,N
5204,United Kingdom Civil Aviation Authority,Unknown,Unknown,EXM,EXAM,United Kingdom,N
5205,Union des Transports Africains de Guinee,Unknown,Unknown,GIH,TRANSPORT AFRICAIN,Guinea,N
5206,US Army Parachute Team,Unknown,Unknown,GKA,GOLDEN KNIGHTS,United States,N
5207,USA3000 Airlines,Unknown,U5,GWY,GETAWAY,United States,Y
5208,United Arabian Airlines,Unknown,Unknown,UAB,UNITED ARABIAN,Sudan,N
5209,United Airlines,Unknown,UA,UAL,UNITED,United States,Y
5210,United Air Charters,Unknown,Unknown,UAC,UNITAIR,Zimbabwe,Y
5211,United Carriers Systems,Unknown,Unknown,UCS,UNITED CARRIERS,United States,N
5212,United Eagle Airlines,Unknown,Unknown,UEA,UNITED EAGLE,China,N
5213,United Feeder Service,Unknown,U2,Unknown,Unknown,United States,N
5214,United Kingdom Civil Aviation Authority,Unknown,Unknown,CFU,MINAIR,United Kingdom,N
5215,United Kingdom Royal VIP Flights,Unknown,Unknown,KRF,KITTYHAWK,United Kingdom,N
5216,United Kingdom Royal VIP Flight,Unknown,Unknown,KRH,SPARROWHAWK,United Kingdom,N
5217,United Kingdom Civil Aviation Authority,Unknown,Unknown,SDS,STANDARDS,United Kingdom,N
5218,United Kingdom Royal VIP Flights,Unknown,Unknown,TQF,RAINBOW,United Kingdom,N
5219,United States Coast Guard Auxiliary,Unknown,Unknown,CGX,COASTGUARD AUXAIR,United States,N
5220,United States Department Of Agriculture,Unknown,Unknown,AGR,AGRICULTURE,United States,N
5221,University Air Squadron,Unknown,Unknown,UAD,Unknown,United Kingdom,N
5222,University Air Squadron,Unknown,Unknown,UAJ,Unknown,United Kingdom,N
5223,University Air Squadron,Unknown,Unknown,UAA,Unknown,United Kingdom,N
5224,University Air Squadron,Unknown,Unknown,UAH,Unknown,United Kingdom,N
5225,Universal Avia,Unknown,Unknown,HBU,KHARKIV UNIVERSAL,Ukraine,N
5226,UK HEMS,Unknown,Unknown,HLE,HELIMED,United Kingdom,N
5227,USA Jet Airlines,Unknown,U7,JUS,JET USA,United States,N
5228,Unijet,Unknown,Unknown,LEA,LEADAIR,France,N
5229,US Marshals Service,Unknown,Unknown,MSH,MARSHALAIR,United States,N
5230,University of North Dakota,Unknown,Unknown,NDU,SIOUX,United States,N
5231,Universal Airlines,Unknown,Unknown,PNA,PACIFIC NORTHERN,United States,N
5232,Uganda Royal Airways,Unknown,Unknown,RAU,UGANDA ROYAL,Uganda,N
5233,United Aviation Services,Unknown,Unknown,SAU,UNISERVE,Spain,N
5234,Ural Airlines,Unknown,U6,SVR,SVERDLOVSK AIR,Russia,Y
5235,Ukraine Transavia,Unknown,Unknown,TRB,KIROVTRANS,Ukraine,N
5236,United Arab Emirates Air Force,Unknown,Unknown,UAF,UNIFORCE,United Arab Emirates,N
5237,Union Africaine des Transports,Unknown,Unknown,UAI,UNAIR,Ivory Coast,N
5238,Uganda Air Cargo,Unknown,Unknown,UCC,UGANDA CARGO,Uganda,N
5239,US Airports Air Charter,Unknown,Unknown,UCH,US CHARTER,United States,N
5240,Ucoaviacion,Unknown,Unknown,UCO,UCOAVIACION,Spain,N
5241,Ues-Avia Aircompany,Unknown,Unknown,UES,AVIASYSTEM,Ukraine,N
5242,UFS,Unknown,Unknown,UFS,FEEDER EXPRESS,United States,N
5243,Uganda Airlines,Unknown,Unknown,UGA,UGANDA,Uganda,N
5244,Urgemer Canarias,Unknown,Unknown,UGC,URGEMER,Spain,N
5245,Ukrainian Helicopters,Unknown,Unknown,UHL,UKRAINE COPTERS,Ukraine,N
5246,Ulyanovsk Higher Civil Aviation School,Unknown,Unknown,UHS,PILOT AIR,Russia,N
5247,Universal Jet Rental de Mexico,Unknown,Unknown,UJR,UNIVERSAL JET,Mexico,N
5248,Universal Jet Aviation,Unknown,Unknown,UJT,UNI-JET,United States,N
5249,UK International Airlines,Unknown,Unknown,UKI,KHALIQ,United Kingdom,N
5250,Ukraine Air Alliance,Unknown,Unknown,UKL,UKRAINE ALLIANCE,Ukraine,N
5251,UM Airlines,Unknown,UF,UKM,UKRAINE MEDITERRANEE,Ukraine,Y
5252,Ukraine Air Enterprise,Unknown,Unknown,UKN,ENTERPRISE UKRAINE,Ukraine,N
5253,United Kingdom Home Office,Unknown,Unknown,UKP,POLICE,United Kingdom,N
5254,Ukrainian Cargo Airways,Unknown,6Z,UKS,CARGOTRANS,Ukraine,N
5255,Ultrair,Unknown,Unknown,ULT,ULTRAIR,United States,N
5256,Unitemp-M,Unknown,Unknown,UMS,TOPAZ,Russia,N
5257,Uni-Fly,Unknown,Unknown,UNC,UNICOPTER,Denmark,N
5258,Union Flights,Unknown,Unknown,UNF,UNION FLIGHTS,United States,N
5259,Universal Jet,Unknown,Unknown,UNJ,PROJET,Spain,N
5260,Unsped Paket Servisi,Unknown,Unknown,UNS,UNSPED,Turkey,N
5261,Unifly Servizi Aerei,Unknown,Unknown,UNU,UNIEURO,Italy,N
5262,Ukrainian Pilot School,Unknown,Unknown,UPL,PILOT SCHOOL,Ukraine,N
5263,United Parcel Service,Unknown,5X,UPS,UPS,United States,N
5264,Uraiavia,Unknown,Unknown,URV,URAI,Russia,N
5265,US Airways,Unknown,US,USA,U S AIR,United States,Y
5266,US Check Airlines,Unknown,Unknown,USC,STAR CHECK,United States,N
5267,USAfrica Airways,Unknown,Unknown,USF,AFRICA EXPRESS,United States,N
5268,US Helicopter,Unknown,Unknown,USH,US-HELI,United States,Y
5269,US Jet,Unknown,Unknown,USJ,USJET,United States,N
5270,US Express,Unknown,Unknown,USX,AIR EXPRESS,United States,N
5271,UTair Aviation,Unknown,UT,UTA,UTAIR,Russia,Y
5272,UTAGE,Unknown,Unknown,UTG,UTAGE,Equatorial Guinea,N
5273,Utair South Africa,Unknown,Unknown,UTR,AIRUT,South Africa,N
5274,Ukrainian State Air Traffic Service Enterprise,Unknown,Unknown,UTS,AIRRUH,Ukraine,N
5275,Urartu-Air,Unknown,Unknown,UTU,Unknown,Armenia,N
5276,Universal Airways,Unknown,Unknown,UVA,UNIVERSAL,United States,N
5277,Universal Airlines,Unknown,Unknown,UVG,GUYANA JET,Guyana,N
5278,Uvavemex,Unknown,Unknown,UVM,UVAVEMEX,Mexico,N
5279,United States Air Force,Unknown,Unknown,AIO,AIR CHIEF,United States,Y
5280,United Aviation,Unknown,Unknown,UVN,UNITED AVIATION,Kuwait,N
5281,Uzbekistan Airways,Unknown,HY,UZB,UZBEK,Uzbekistan,Y
5282,Ukraine International Airlines,Unknown,PS,AUI,UKRAINE INTERNATIONAL,Ukraine,Y
5283,Universal Airlines,Unknown,Unknown,WEC,AIRGO,United States,N
5284,US Helicopter Corporation,Unknown,UH,Unknown,Unknown,United States,Y
5288,V Australia Airlines,Unknown,VA,VAU,KANGA,Australia,N
5289,V Bird Airlines Netherlands,Unknown,Unknown,VBA,VEEBEE,Netherlands,N
5290,V-avia Airline,Unknown,Unknown,WIW,VEE-AVIA,Ukraine,N
5291,V-Berd-Avia,Unknown,Unknown,VBD,VEEBIRD-AVIA,Armenia,N
5292,Vacationair,Unknown,Unknown,VAC,VACATIONAIR,Canada,N
5293,Valair AG (Helicoptere),Unknown,Unknown,RDW,ROADWATCH,Switzerland,N
5294,Valan International Cargo Charter,Unknown,Unknown,VLA,NALAU,South Africa,N
5295,Valan Limited,Unknown,Unknown,VLN,VALAN,Moldova,N
5296,Valfell-Verkflug,Unknown,Unknown,EHR,ROTOR,Iceland,N
5297,Valuair,Unknown,VF,VLU,VALUAIR,Singapore,Y
5298,Van Air Europe,Unknown,Unknown,VAA,EUROVAN,Czech Republic,N
5299,Vanguardia en Aviacion en Colima,Unknown,Unknown,VGC,VANGUARDIA COLIMA,Mexico,N
5300,Vanguard Airlines,Unknown,Unknown,VGD,VANGUARD AIR,United States,N
5301,Vasco Air,Unknown,Unknown,VFC,VASCO AIR,Vietnam,Y
5302,Vega,Unknown,Unknown,VAG,SEGA,Kazakhstan,N
5303,Vega Air Company,Unknown,Unknown,WGA,WEGA FRANKO,Ukraine,N
5304,Veles,Unknown,Unknown,WEL, Ukrainian Aviation Company,Veles,N
5305,Verataxis,Unknown,Unknown,VTX,VERATAXIS,Mexico,N
5306,Veritair Ltd,Unknown,Unknown,BTP,NET RAIL,United Kingdom,N
5307,Voyageur Airways,Unknown,VC,VAL,VOYAGEUR,Canada,N
5308,Vernicos Aviation,Unknown,Unknown,GRV,NIGHT RIDER,Greece,N
5309,Vietnam Airlines,Unknown,VN,HVN,VIET NAM AIRLINES,Vietnam,Y
